1,INV High
2,INV High
3,INV High
4,INV High
5,INV High
6,INV High
7,INV High
8,INV High
9,INV High
10,INV High
11,INV High
12,INV High
13,INV High
14,INV High
15,INV High
16,INV High
17,INV High
18,INV High
19,INV High
20,INV High
21,INV High
22,INV High
23,INV High
24,INV High
25,INV High
26,INV High
27,INV High
28,INV High
29,INV High
30,INV High
31,INV High
32,INV High
33,INV High
34,INV High
35,INV High
36,INV High
37,INV High
38,INV High
39,INV High
40,INV High
41,INV High
42,INV High
43,INV High
44,INV High
45,INV High
46,INV High
47,INV High
48,INV High
49,INV High
50,INV High
51,INV High
52,INV High
53,INV High
54,INV High
55,INV High
56,INV High
57,INV High
58,INV High
59,INV High
60,INV High
61,INV High
62,INV High
63,INV High
64,INV High
65,INV High
66,INV High
67,INV High
68,INV High
69,INV High
70,INV High
71,INV Low
72,INV Low
73,INV Low
74,INV Low
75,INV Low
76,INV Low
77,INV Low
78,INV Low
79,INV Low
80,INV Low
81,INV Low
82,INV Low
83,INV Low
84,INV Low
85,INV Low
86,INV Low
87,INV Low
88,INV Low
89,INV Low
90,INV Low
91,INV Low
92,INV Low
93,INV Low
94,INV Low
95,INV Low
96,INV Low
97,INV Low
98,INV Low
99,INV Low
100,INV Low
101,INV Low
102,INV Low
103,INV Low
104,INV Low
105,INV Low
106,INV Low
107,INV Low
108,INV Low
109,INV Low
110,INV Low
111,INV Low
112,INV Low
113,INV Low
114,INV Low
115,INV Low
116,INV Low
117,INV Low
118,INV Low
119,INV Low
120,INV Low
121,INV Low
122,INV Low
123,INV Low
124,INV Low
125,INV Low
126,INV Low
127,INV Low
128,INV Low
129,INV Low
130,INV Low
131,INV Low
132,INV Low
133,INV Low
134,INV Low
135,INV Low
136,INV Low
137,INV Low
138,INV Low
139,INV Low
140,INV Low
